Объединение;Склад;Товар (код);Товар;Штрихкод;Бренд;Категория 1;Категория 2;Страна;Физ.доступно, шт.;Заказано, шт.;Резерв, шт.;Кол-во SKU, шт.;Себестоимость (без НДС), руб.;Себестоимость (с НДС), руб.;Себестоимость (без НДС), валюта;Себестоимость (с НДС), валюта
ПРМ Эспланада;182;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;0;3;0;0;0;0;0;0
МСК Неглинная;185;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;11;0;0;1;6560,34;7872,408;6560,34;7872,408
МСК Неглинная;184;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;7;0;0;1;4174,76;5009,712;4174,76;5009,712
МСК Павелецкая;187;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;16;0;0;1;9542,32;11450,784;9542,32;11450,784
КРД Галерея магазин;188;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;0;4;0;0;0;0;0;0
ИРК Модный квартал;191;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;12;0;0;1;7156,74;8588,088;7156,74;8588,088
KZ ШМК Шымкент Плаза;193;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;11;0;0;1;7074,976995;7923,974234;36081,91;40411,7392
KZ ШМК Шымкент Плаза;194;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;8;0;0;1;5145,436032;5762,888356;26241,38;29390,3456
KZ АЛМ Мега;196;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;8;0;0;1;5145,437993;5762,890552;26241,39;29390,3568
KZ АЛМ Достык Плаза;198;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;3;0;0;1;1929,539002;2161,083682;9840,52;11021,3824
KZ АСТ Мега;199;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;42;0;0;1;27199,8622;30463,84566;138717,48;155363,5776
KZ АСТ Мега;200;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;10;0;0;1;6439,860832;7212,644131;32842,86;36784,0032
МСК РЦ E-com;222;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;10;10;0;1;5963,95;7156,74;5963,95;7156,74
СПБ РЦ;223;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;4;0;0;1;2385,58;2862,696;2385,58;2862,696
Интернет-магазин ФМ;225;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;71;0;0;1;43241,8;51890,16;43241,8;51890,16
Интернет-магазин ФМ;225-КАР;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;7;0;1;1;4872,32;5846,784;4872,32;5846,784
Интернет-магазин ФМ;225-ИНВ;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;0;8;0;0;0;0;0;0
РЦ ИМ Краснодар;228;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;20;0;0;1;11927,9;14313,48;11927,9;14313,48
НСК РЦ;229;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;4;0;0;1;2385,58;2862,696;2385,58;2862,696
ИМ Беларусь;250;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Беларусь;6;0;0;1;3853,901497;4624,681796;137,63;165,156
ИМ Казахстан;277;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;3;0;0;1;1929,539002;2161,083682;9840,52;11021,3824
ЕКБ Фотостудия;301;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;3;0;0;1;1575,2;1890,24;1575,2;1890,24
ЕКБ Видеостудия;306;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;3;0;0;1;1470,84;1765,008;1470,84;1765,008
МСК Реклама и маркетинг;315-FOC;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;0;10;0;0;11927,9;14313,48;11927,9;14313,48
МСК Ангара BOX;401;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;6;0;0;1;3685,24;4422,288;3685,24;4422,288
МСК Афимолл BOX;402;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;4;0;0;1;2385,58;2862,696;2385,58;2862,696
НСК Галерея BOX;404;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;1;0;0;1;607,12;728,544;607,12;728,544
НСК Галерея BOX;403;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;0;12;0;0;0;0;0;0
МСК Океания BOX;406;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;15;0;0;1;8945,92;10735,104;8945,92;10735,104
РЦ Казахстан;777-БРК;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;3;0;0;1;1645,341162;1842,782101;8391,13;9398,0656
РЦ Казахстан;777;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;0;2;0;0;0;0;0;0
РЦ Казахстан;777-ИМПЭТР;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;0;0;0;0;221592,3067;248183,3836;1130105,96;1265718,675
РЦ Казахстан;777-ИМП-Э;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Казахстан;0;0;0;0;428,9958159;480,4753138;2187,85;2450,392
Мнс РЦ;810;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Беларусь;0;3;8;0;5329,601627;6395,521952;190,33;228,396
РЦ Москва FM;925;19000066057;Антивозрастная сыворотка с фито-ретинолом и стевиозидом Youth Rewinder Serum;7640399230706;OKOLO;Уход;Уход за лицом;Россия;12485;3300;76;1;7626059,17;9151271,004;7626059,17;9151271,004
